analysis_id,brief_description,dimension,paper_text,paper_location,code_text,code_file,code_lines,match_status,explanation
9,Age- and sex-adjusted Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for demographic predictors of time to first coded long COVID.,Parameter Specification,"“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models…”[...]“Age was modelled using a restricted cubic spline…”[...]“For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach.”[...]“a pre-vaccination cohort with follow-up start date 29 January 2020 and end date the earliest of first record of any long COVID code, date of receipt of first COVID-19 vaccine dose, death date, or 31 March 2022.”","“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models…”","ratio_non_cases_to_cases = 20 # this is used in sampling non-cases to increase efficiency without loss of information[...]non_case_inverse_weight=(nrow(input)-nrow(cases))/nrow(non_cases)
input$weight <- ifelse(input$patient_id %in% noncase_ids,
                       non_case_inverse_weight, 1)[...]knot_placement=as.numeric(quantile(input$cov_num_age, probs=c(0.1,0.5,0.9)))[...]surv_formula_age_spl_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"",
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)[...]surv_formula_age_spl_sex_adjusted <- paste0(surv_formula_age_spl_sex,""+"", cov_names[i])[...]robust_fit_cox_model=rms::robcov(fit_cox_model, cluster = input$practice_id)
results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])[...]fup_end_date_vax_c=min(out_first_long_covid_date, 
                                                                                 vax_covid_date1,
                                                                                 death_date, 
                                                                                 cohort_end_date,
                                                                                 na.rm = TRUE)",analysis/stage2_model_input_set_up.R; analysis/stage3_4_model_dev_eval_age_sex_adjusted.R; analysis/functions/function_cox_output.R; analysis/stage1_define_eligible_population.R,"stage2_model_input_set_up.R ~ lines 23-60 (sampling and weights), ~90-115 (knot_placement and age-sex formula); stage3_4_model_dev_eval_age_sex_adjusted.R ~ lines 27-48 (surv_formula_age_spl_sex_adjusted loop); functions/function_cox_output.R ~ lines 12-27 (robcov and robust CI); stage1_define_eligible_population.R ~ lines 120-140 (fup_end_date_vax_c definition)",match,"The code implements the same parameters described: age modeled with restricted cubic splines, 1:20 case–control sampling with inverse probability weights and robust SEs, age-and-sex adjusted Cox models, and pre-vaccination censoring at first vaccine. Hence, the parameter specifications match."
9,Age- and sex-adjusted Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for demographic predictors of time to first coded long COVID.,Inference Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])
results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/functions/function_cox_output.R,approx. lines 25-40,match,"The paper specifies 95% confidence intervals, and the code computes 95% CIs (level=0.95) for the Cox model using robust standard errors. This aligns the inference specification between paper and code."
9,Age- and sex-adjusted Cox proportional hazards model in the pre-vaccination cohort estimating hazard ratios for demographic predictors of time to first coded long COVID.,Coding Specification,"“Age was modelled using a restricted cubic spline, and estimated log hazard ratios against continuous age were plotted.” [...] “Hazard ratios by age group (40 to 59, 60 to 79 and 80 to 105 years compared with 18 to 39 years(reference)), were estimated from models including age as a categorical variable, instead of a cubic spline.”","“Age was modelled using a restricted cubic spline, and estimated log hazard ratios against continuous age were plotted.”","surv_formula_age_spl_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"",
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)
[...] 
surv_formula_age_cat_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"", ""+ sub_cat_age_group""
)",analysis/stage2_model_input_set_up.R,"≈88-98, 110-118",match,"The paper specifies age coded via restricted cubic splines (with a categorical-age alternative and 18–39 as reference), and the code implements rcs(cov_num_age, ...) and a categorical age model accordingly. This aligns with the stated coding of the age variable in the age- and sex-adjusted analyses."
10,"Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic variables (and per methods, all patient characteristics), estimating hazard ratios for time to first coded long COVID.",Test Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","if(analysis == ""all_vax_c""){
  input <- read_rds(""output/input_stage1_all.rds"")
  input <- input %>% dplyr::select(-lcovid_surv, -lcovid_cens) %>%
    dplyr::rename(lcovid_surv = lcovid_surv_vax_c, lcovid_cens = lcovid_cens_vax_c)
}
[...]
surv_formula <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)
[...]
fit_cox_model_splines <-rms::cph(formula= as.formula(surv_formula),
                                 data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage2_model_input_set_up.R; analysis/stage3_model_selection.R,"stage2_model_input_set_up.R: ~28-39, ~85-94; stage3_model_selection.R: ~6-12",match,"The paper specifies using a multivariable Cox proportional hazards model to estimate hazard ratios. The code fits a Cox PH model (rms::cph) on the pre‑vaccination cohort (all_vax_c) using Surv(...), with all covariates in the formula."
10,"Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic variables (and per methods, all patient characteristics), estimating hazard ratios for time to first coded long COVID.",Variable Specification,"“a pre-vaccination cohort with follow-up start date 29 January 2020 and end date the earliest of first record of any long COVID code, date of receipt of first COVID-19 vaccine dose, death date, or 31 March 2022” [...] “The outcome was clinically coded long COVID… Time to the outcome event was defined as days from participant specific follow-up start date…” [...] “Demographic variables included age, sex, obesity, ethnicity, region and deprivation.” [...] “Patient characteristics included demographic variables, and health behavioural and clinical factors that may be associated with coded long COVID… Smoking status… frequency of GP-patient interaction… history of disease diagnoses… asthma, cancer, chronic cardiac disease, chronic kidney disease, chronic liver disease, chronic obstructive pulmonary disease, chronic respiratory disease, dementia, diabetes, dysplenia (dysfunctional-spleen), haematological cancer, heart failure, hypertension, mental health condition, organ transplant, other immunosuppressive condition, other neurological condition, post-viral fatigue, psoriasis, rheumatoid arthritis, systematic lupus erythematosus (SLE), and stroke.” [...] “then all patient characteristics were included in a multivariable Cox PH model.”","“a pre-vaccination cohort with follow-up start date 29 January 2020 and end date the earliest of first record of any long COVID code, date of receipt of first COVID-19 vaccine dose, death date, or 31 March 2022”","if(analysis == ""all_vax_c""){
  input <- read_rds(""output/input_stage1_all.rds"")
  input <- input %>% dplyr::select(-lcovid_surv, -lcovid_cens) %>%
    dplyr::rename(lcovid_surv = lcovid_surv_vax_c, lcovid_cens = lcovid_cens_vax_c)
}
[...]
input_select <- input_select %>% rowwise() %>% mutate(fup_end_date_vax_c=min(out_first_long_covid_date, 
                                                                                 vax_covid_date1,
                                                                                 death_date, 
                                                                                 cohort_end_date,
                                                                                 na.rm = TRUE))
input_select$lcovid_surv_vax_c<- as.numeric(input_select$fup_end_date_vax_c - input_select$index_date)+1
input_select <- input_select %>% mutate(lcovid_cens_vax_c = ifelse((out_first_long_covid_date <= fup_end_date_vax_c & 
                                                                          out_first_long_covid_date >= index_date &
                                                                          !is.na(out_first_long_covid_date)), 1, 0))
[...]
covariate_names <- names(input)[grep(""cov_"", names(input))]
## remove categorical and continuous age, as continuous age will be added
## later as with a spline function
covariate_names <- covariate_names[-grep(""age"", covariate_names)]
[...]
surv_formula <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)
[...]
fit_cox_model_splines <-rms::cph(formula= as.formula(surv_formula),
                                 data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage2_model_input_set_up.R; analysis/stage1_define_eligible_population.R; analysis/stage3_model_selection.R,"stage2_model_input_set_up.R (~24-32, ~67-74, ~92-99); stage1_define_eligible_population.R (~118-130); stage3_model_selection.R (~5-10)",match,"The paper specifies a multivariable Cox model in the pre-vaccination cohort using all patient characteristics, with outcome time to first coded long COVID. The code censors at first vaccination, uses Surv(lcovid_surv, lcovid_cens) and includes all covariates with prefix “cov_” (minus age, which is added as a spline), matching the paper."
10,"Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic variables (and per methods, all patient characteristics), estimating hazard ratios for time to first coded long COVID.",Parameter Specification,"For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach.","For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach","ratio_non_cases_to_cases = 20 # this is used in sampling non-cases to increase efficiency without loss of information [...] input$weight <-1
input$weight <- ifelse(input$patient_id %in% noncase_ids,
                                    non_case_inverse_weight, 1) [...] robust_fit_cox_model=rms::robcov(fit_cox_model, cluster = input$practice_id)
results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])",analysis/stage2_model_input_set_up.R [...] analysis/functions/function_cox_output.R,stage2_model_input_set_up.R: ~34-61 [...] function_cox_output.R: ~8-20,match,"Both the paper and code specify 1:20 sampling of non-cases with inverse probability weighting and robust standard errors. The code sets the 1:20 ratio, applies IPW weights, and uses robcov for robust SEs."
10,"Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic variables (and per methods, all patient characteristics), estimating hazard ratios for time to first coded long COVID.",Inference Specification,hazard ratios with 95% confidence intervals (CI),hazard ratios with 95% confidence intervals (CI,"results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])
results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/functions/function_cox_output.R,approx. 24-46,match,"The paper specifies reporting hazard ratios with 95% CIs, and the code computes robust 95% confidence intervals via confint(..., level=0.95). These align."
10,"Multivariable Cox proportional hazards model in the pre-vaccination cohort fully adjusting for demographic variables (and per methods, all patient characteristics), estimating hazard ratios for time to first coded long COVID.",Coding Specification,"“Age was modelled using a restricted cubic spline,”[...]“Obesity was grouped based on body mass index (BMI kg/m 2 ) using categories derived from the World health organization (WHO) 13 : no evidence of obesity BMI<30; obese class I, BMI 30-34.9; obese class II, BMI 35-39.9; and obese class III, BMI ≥ 40.”[...]“Smoking status was grouped into current-, ever-, and neversmokers.”","“Age was modelled using a restricted cubic spline,”","knot_placement=as.numeric(quantile(input$cov_num_age, probs=c(0.1,0.5,0.9)))
[...]surv_formula <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)
[...]input$cov_cat_bmi<- ordered(input$cov_cat_bmi, 
                              levels = c(""Not obese"",""Obese I (30-34.9)"",
                                          ""Obese II (35-39.9)"", ""Obese III (40+)"") )
[...]input <- input %>% mutate(cov_cat_smoking_status = recode(cov_cat_smoking_status, ""N"" = ""Never smoker"",
                                                            ""S"" = ""Current smoker"",
                                                            ""E"" = ""Ever smoker"",
                                                            ""M"" = ""Missing""))
input$cov_cat_smoking_status <- ordered(input$cov_cat_smoking_status, levels = c(""Never smoker"",""Ever smoker"",""Current smoker"",""Missing""))",analysis/stage2_model_input_set_up.R; analysis/stage0_data_cleaning.R,"stage2_model_input_set_up.R: ~63-70, ~84-92; stage0_data_cleaning.R: ~220-228, ~232-237, ~248-257",match,Both sources specify age coded with restricted cubic splines and categorical coding for BMI and smoking consistent with the described categories. These coding choices are used in the pre‑vaccination analysis via the shared modelling functions.
11,Age- and sex-adjusted Cox proportional hazards model in the post-vaccination cohort estimating hazard ratios for demographic predictors of time to first coded long COVID.,Test Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","fit_cox_model <- fit_cox_model_splines <-rms::cph(formula= as.formula(surv_formula_age_spl_sex_adjusted),
                                   data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)
[...]
if(analysis == ""vaccinated""){
  input <- read_rds(""output/input_stage1_vaccinated.rds"")
}",analysis/stage3_4_model_dev_eval_age_sex_adjusted.R [...] analysis/stage2_model_input_set_up.R,stage3_4_model_dev_eval_age_sex_adjusted.R: approx. 33-52 [...] stage2_model_input_set_up.R: approx. 34-42,match,"The paper specifies age- and sex-adjusted Cox proportional hazards models. The code implements this using rms::cph (Cox PH) with age and sex in the formula, and explicitly loads the vaccinated cohort for the post-vaccination analysis."
11,Age- and sex-adjusted Cox proportional hazards model in the post-vaccination cohort estimating hazard ratios for demographic predictors of time to first coded long COVID.,Variable Specification,"“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models…” [...] “The outcome was clinically coded long COVID… Time to the outcome event was defined as days from participant specific follow-up start date…” [...] “Demographic variables included age, sex, obesity, ethnicity, region and deprivation.” [...] “a post-vaccination cohort, with follow-up start date 14 days after receipt of second COVID-19 vaccine dose and end date the earliest of first record of any long COVID code, death date, or 31 March 2022.”","“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models…”","input$index_date = input$vax_covid_date2 + 14 [...] input_select <- input_select%>% rowwise() %>% mutate(fup_end_date=min(out_first_long_covid_date, 
                                                                        death_date, 
                                                                        cohort_end_date,
                                                                        na.rm = TRUE))
input_select$lcovid_surv<- as.numeric(input_select$fup_end_date - input_select$index_date)+1
input_select <- input_select %>% mutate(lcovid_cens = ifelse((out_first_long_covid_date <= fup_end_date & 
                                                                  out_first_long_covid_date >= index_date &
                                                                  !is.na(out_first_long_covid_date)), 1, 0)) [...] surv_formula_age_spl_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"",
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
) [...] cov_factor_names <- names(input)[grepl(""cov_cat"", names(input))]
cov_num_names <- names(input)[grepl(""cov_num"", names(input))]
cov_factor_names <- cov_factor_names[!cov_factor_names %in% c(""cov_cat_sex"",""cov_cat_ie.status"",
                                                              ""cov_cat_covid_phenotype"")]
cov_num_names <- cov_num_names[! cov_num_names %in% ""cov_num_age""]
surv_formula_age_spl_sex_adjusted <- paste0(surv_formula_age_spl_sex,""+"", cov_names[i])",analysis/stage0_data_cleaning.R | analysis/stage1_define_eligible_population.R | analysis/stage2_model_input_set_up.R | analysis/stage3_4_model_dev_eval_age_sex_adjusted.R,"stage0_data_cleaning.R: ~55-66; stage1_define_eligible_population.R: ~140-162; stage2_model_input_set_up.R: ~90-104; stage3_4_model_dev_eval_age_sex_adjusted.R: ~12-24, ~37-48",match,"The paper specifies an age- and sex-adjusted Cox model for time to first coded long COVID in the post-vaccination cohort with demographic predictors; the code sets post-vaccination follow-up from 14 days after dose 2, defines the survival outcome, and fits Surv(lcovid_surv, lcovid_cens) models including cov_cat_sex and cov_num_age with each predictor. This aligns with the described variable roles (outcome, time scale, adjusters, and demographic predictors)."
11,Age- and sex-adjusted Cox proportional hazards model in the post-vaccination cohort estimating hazard ratios for demographic predictors of time to first coded long COVID.,Parameter Specification,"“a post-vaccination cohort, with follow-up start date 14 days after receipt of second COVID-19 vaccine dose and end date the earliest of first record of any long COVID code, death date, or 31 March 2022.”[...]“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models…”[...]“Age was modelled using a restricted cubic spline…”[...]“For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach.”","“a post-vaccination cohort, with follow-up start date 14 days after receipt of second COVID-19 vaccine dose and end date the earliest of first record of any long COVID code, death date, or 31 March 2022.”","if(cohort == ""vaccinated""){
    input <- input %>% filter(!is.na(vax_covid_date2) &vax_covid_date2 >= index_date & vax_covid_date2 <= cohort_end_date)
    input$index_date = input$vax_covid_date2 + 14 
}
[...]
if(analysis == ""vaccinated""){
  input <- read_rds(""output/input_stage1_vaccinated.rds"")
}
[...]
ratio_non_cases_to_cases = 20 # this is used in sampling non-cases to increase efficiency without loss of information
[...]
input$weight <- ifelse(input$patient_id %in% noncase_ids,
                                    non_case_inverse_weight, 1)
[...]
knot_placement=as.numeric(quantile(input$cov_num_age, probs=c(0.1,0.5,0.9)))
[...]
surv_formula_age_spl_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"",
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)
[...]
fit_cox_model <- fit_cox_model_splines <-rms::cph(formula= as.formula(surv_formula_age_spl_sex_adjusted),
                                   data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)
[...]
robust_fit_cox_model=rms::robcov(fit_cox_model, cluster = input$practice_id)
results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])",analysis/stage0_data_cleaning.R; analysis/stage2_model_input_set_up.R; analysis/stage3_4_model_dev_eval_age_sex_adjusted.R; analysis/functions/function_cox_output.R,"stage0_data_cleaning.R ~41-47; stage2_model_input_set_up.R ~26-28, ~70-77, ~84-92; stage3_4_model_dev_eval_age_sex_adjusted.R ~27-35; function_cox_output.R ~12-19",match,"The code sets post-vaccination follow-up to 14 days after the second dose, models age with restricted cubic splines, uses 1:20 sampling with inverse probability weighting, and computes robust SEs, matching the paper’s parameter specifications for the age- and sex-adjusted model."
11,Age- and sex-adjusted Cox proportional hazards model in the post-vaccination cohort estimating hazard ratios for demographic predictors of time to first coded long COVID.,Inference Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","results$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1]) #use robust standard errors to calculate 95% CI
results$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/functions/function_cox_output.R,24-41,match,"The paper specifies 95% confidence intervals, and the code computes 95% CIs via confint(..., level=0.95). Therefore the inference specification aligns."
11,Age- and sex-adjusted Cox proportional hazards model in the post-vaccination cohort estimating hazard ratios for demographic predictors of time to first coded long COVID.,Coding Specification,"“Age was modelled using a restricted cubic spline…” [...] “We included a missing category for ethnicity, smoking status and IMD.” [...] “Where categorised, age groups were: 18-39, 40-59, 60-79, 80-105 years.”",“Age was modelled using a restricted cubic spline…”,"if(analysis == ""vaccinated""){
  input <- read_rds(""output/input_stage1_vaccinated.rds"")
} [...] surv_formula_age_spl_sex <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  ""cov_cat_sex"",
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
) [...] surv_formula_age_spl_sex_adjusted <- paste0(surv_formula_age_spl_sex,""+"", cov_names[i]) [...] input$cov_cat_imd <- ordered(input$cov_cat_imd, 
                               levels = c(""1 (most deprived)"",""2"",""3"",""4"",""5 (least deprived)"", ""0 (missing)"")) [...] input <- input %>% mutate(cov_cat_smoking_status = recode(cov_cat_smoking_status, ""N"" = ""Never smoker"",
                                                            ""S"" = ""Current smoker"",
                                                            ""E"" = ""Ever smoker"",
                                                            ""M"" = ""Missing"")) [...] input_factor_vars$cov_cat_smoking_status <- relevel(input_factor_vars$cov_cat_smoking_status, ref = ""Never smoker"") [...] input$cov_cat_sex <- relevel(input$cov_cat_sex, ref = ""M"") [...] input$cov_cat_age_group <- ifelse(input$cov_num_age>=18 & input$cov_num_age<=39, ""18_39"", input$cov_cat_age_group)
  input$cov_cat_age_group <- ifelse(input$cov_num_age>=40 & input$cov_num_age<=59, ""40_59"", input$cov_cat_age_group)
  input$cov_cat_age_group <- ifelse(input$cov_num_age>=60 & input$cov_num_age<=79, ""60_79"", input$cov_cat_age_group)
  input$cov_cat_age_group <- ifelse(input$cov_num_age>=80, ""80_105"", input$cov_cat_age_group)
  input$cov_cat_age_group <- factor(input$cov_cat_age_group, ordered = TRUE)",analysis/stage2_model_input_set_up.R [...] analysis/stage3_4_model_dev_eval_age_sex_adjusted.R [...] analysis/stage0_data_cleaning.R,"stage2_model_input_set_up.R: ~35-41, ~85-92 [...] stage3_4_model_dev_eval_age_sex_adjusted.R: ~26-33 [...] stage0_data_cleaning.R: ~208-215 (IMD levels); ~292-304 and ~312-317 (smoking 'Missing' and reference); ~346-349 (sex reference); ~355-365 (age-group coding)",match,"The paper specifies restricted cubic splines for age, explicit age-group categories, and inclusion of missing categories for covariates; the code implements age via rcs(), defines IMD with a '0 (missing)' level, recodes smoking to include 'Missing', sets reference levels, and constructs age- and sex-adjusted models for the vaccinated cohort."
12,"Multivariable Cox proportional hazards model in the post-vaccination cohort fully adjusting for demographic variables (and per methods, all patient characteristics), estimating hazard ratios for time to first coded long COVID.",Test Specification,"In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.","In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model","if(analysis == ""vaccinated""){
  input <- read_rds(""output/input_stage1_vaccinated.rds"")
}
[...]
fit_cox_model_splines <-rms::cph(formula= as.formula(surv_formula),
                                 data= input, weight=input$weight,surv = TRUE,x=TRUE,y=TRUE)",analysis/stage2_model_input_set_up.R [...] analysis/stage3_model_selection.R,approx. 42-46 [...] approx. 7-11,match,"The paper specifies a multivariable Cox proportional hazards model, and the code fits an rms::cph (Cox PH) model for the vaccinated (post-vaccination) cohort. Both therefore use the same test specification."
12,"Multivariable Cox proportional hazards model in the post-vaccination cohort fully adjusting for demographic variables (and per methods, all patient characteristics), estimating hazard ratios for time to first coded long COVID.",Variable Specification,"“a post-vaccination cohort, with follow-up start date 14 days after receipt of second COVID-19 vaccine dose and end date the earliest of first record of any long COVID code, death date, or 31 March 2022.”[...]“The outcome was clinically coded long COVID, constructed from the date of the first record of any of the 15 UK SNOMED-CT codes for long COVID… Time to the outcome event was defined as days from participant specific follow-up start date (Supplement, Table S1).”[...]“Demographic variables included age, sex, obesity, ethnicity, region and deprivation.”[...]“Health behavioural and clinical factors included smoking status, frequency of GP-patient interaction and history of disease diagnoses… was coded as separate indicator variables: asthma, cancer, chronic cardiac disease, chronic kidney disease, chronic liver disease, chronic obstructive pulmonary disease, chronic respiratory disease, dementia, diabetes, dysplenia (dysfunctional-spleen), haematological cancer, heart failure, hypertension, mental health condition, organ transplant, other immunosuppressive condition, other neurological condition, post-viral fatigue, psoriasis, rheumatoid arthritis, systematic lupus erythematosus (SLE), and stroke.”[...]“In each cohort, hazard ratios with 95% confidence intervals (CI) for each patient characteristic were estimated from age-and-sex adjusted Cox proportional hazards (PH) models, and then all patient characteristics were included in a multivariable Cox PH model.”","“a post-vaccination cohort, with follow-up start date 14 days after receipt of second COVID-19 vaccine dose and end date the earliest of first record of any long COVID code, death date, or 31 March 2022.”","if(cohort == ""vaccinated""){
  input <- input %>% filter(!is.na(vax_covid_date2) &vax_covid_date2 >= index_date & vax_covid_date2 <= cohort_end_date)
  input$index_date = input$vax_covid_date2 + 14 
}
[...]input_select <- input_select%>% rowwise() %>% mutate(fup_end_date=min(out_first_long_covid_date, 
                                                                        death_date, 
                                                                        cohort_end_date,
                                                                        na.rm = TRUE))
input_select$lcovid_surv<- as.numeric(input_select$fup_end_date - input_select$index_date)+1
input_select <- input_select %>% mutate(lcovid_cens = ifelse((out_first_long_covid_date <= fup_end_date & 
                                                                  out_first_long_covid_date >= index_date &
                                                                  !is.na(out_first_long_covid_date)), 1, 0))
[...]if(analysis == ""vaccinated""){
  input <- read_rds(""output/input_stage1_vaccinated.rds"")
}
[...]covariate_names <- names(input)[grep(""cov_"", names(input))]

covariate_names <- covariate_names[-grep(""age"", covariate_names)]

surv_formula <- paste0(
  ""Surv(lcovid_surv, lcovid_cens) ~ "",
  paste(covariate_names, collapse = ""+""),
  ""+rms::rcs(cov_num_age,parms=knot_placement)""
)",analysis/stage0_data_cleaning.R; analysis/stage1_define_eligible_population.R; analysis/stage2_model_input_set_up.R,"stage0_data_cleaning.R ~48-56; stage1_define_eligible_population.R ~120-141; stage2_model_input_set_up.R ~36-43, 73-80, 116-125",match,"The code defines the post-vaccination cohort’s start at 14 days after second dose, constructs time-to-first long COVID event, and fits a multivariable Cox model including all covariates (with age as a spline), matching the paper’s specification. The included predictors correspond to the paper’s demographic and clinical variables under “all patient characteristics.”"
12,"Multivariable Cox proportional hazards model in the post-vaccination cohort fully adjusting for demographic variables (and per methods, all patient characteristics), estimating hazard ratios for time to first coded long COVID.",Parameter Specification,"“a post-vaccination cohort, with follow-up start date 14 days after receipt of second COVID-19 vaccine dose and end date the earliest of first record of any long COVID code, death date, or 31 March 2022.”[...]“For computational efficiency, we used the full population with coded long COVID and a randomly sampled population without coded long COVID with a ratio of 1:20. We used inverse probability weighting and robust standard errors to account for the sampling approach.”[...]“Age was modelled using a restricted cubic spline,”","“a post-vaccination cohort, with follow-up start date 14 days after receipt of second COVID-19 vaccine dose and end date the earliest of first record of any long COVID code, death date, or 31 March 2022.”","if(cohort == ""vaccinated""){\n  input <- input %>% filter(!is.na(vax_covid_date2) &vax_covid_date2 >= index_date & vax_covid_date2 <= cohort_end_date)\n  input$index_date = input$vax_covid_date2 + 14 \n}\n[...]ratio_non_cases_to_cases = 20 # this is used in sampling non-cases to increase efficiency without loss of information\nnon_case_inverse_weight=(nrow(input)-nrow(cases))/nrow(non_cases)\ninput$weight <-1\ninput$weight <- ifelse(input$patient_id %in% noncase_ids,\n                                    non_case_inverse_weight, 1)\n[...]robust_fit_cox_model=rms::robcov(fit_cox_model, cluster = input$practice_id)\nresults$robust.conf.low=exp(confint(robust_fit_cox_model,level=0.95)[,1])\nresults$robust.conf.high=exp(confint(robust_fit_cox_model,level=0.95)[,2])",analysis/stage0_data_cleaning.R ; analysis/stage2_model_input_set_up.R ; analysis/functions/function_cox_output.R,stage0_data_cleaning.R: ~55-60 ; stage2_model_input_set_up.R: ~21-35 ; functions/function_cox_output.R: ~13-20,match,"The code sets follow-up to begin 14 days after second vaccination, applies 1:20 case–control sampling with inverse-probability weights, and uses robust standard errors, matching the paper’s specified parameters. Age is also modeled with restricted cubic splines as described."
